TopologicalNode rdfid,Substation name,Substation rdfid,Active injection (MW),Reactive injection (Mvar),Voltage (kV),Phase (degrees)
_1431533778_VL_TN1,1431533,_1431533778_VL,0,0,64.8,-31.2
_1432254425_VL_TN2,1432254,_1432254425_VL,0,0,241,4.7
_1432604268_VL_TN1,1432604,_1432604268_VL,-27.3,-8.8,235.5,-9.2
_1432664870_VL_TN1,1432664,_1432664870_VL,0,0,65.6,-6.5
_143301485_VL_TN1,1433014,_143301485_VL,0,0,240.6,-14
_1433342371_VL_TN1,1433342,_1433342371_VL,-1.9,-1.3,65.1,2.4
_1433353202_VL_TN1,1433353,_1433353202_VL,0,0,92.2,-27.1
_143344967_VL_TN1,1433449,_143344967_VL,-0.5,-3.1,92.5,-15.3
_1433656825_VL_TN1,1433656,_1433656825_VL,0,0,90,-20.7
_1434377395_VL_TN3,1434377,_1434377395_VL,0,0,230.5,-4.1
_1434377395_VL_TN2,1434377,_1434377395_VL,0,0,231.2,-3.6
_1434377395_VL_TN1,1434377,_1434377395_VL,0,0,232.7,-3.6
_1434844054_VL_TN1,1434844,_1434844054_VL,0,0,235.2,0.6
_1435735072_VL_TN1,1435735,_1435735072_VL,0,0,410.2,1.9
_143632547_VL_TN1,1436325,_143632547_VL,-5,0.7,64.2,-13.3
_1438017721_VL_TN1,1438017,_1438017721_VL,0,0,232.2,-6.2
_1438655678_VL_TN1,1438655,_1438655678_VL,-12,2,64,-1.2
_1438859046_VL_TN1,1438859,_1438859046_VL,-19.4,-4,64.5,-5.6
_1439462468_VL_TN1,1439462,_1439462468_VL,0,0,402.8,-0.1
_1439695513_VL_TN1,1439695,_1439695513_VL,-17.9,-4.7,20.9,-8.4
_1439824018_VL_TN1,1439824,_1439824018_VL,0,0,406.9,-12.5
_1440556906_VL_TN2,1440556,_1440556906_VL,-0.1,-1.2,62.9,-27.5
_1440556906_VL_TN1,1440556,_1440556906_VL,-1,0.1,62.3,-28.8
_1440748436_VL_TN1,1440748,_1440748436_VL,-10,-6.1,94.5,-8.3
_1440933763_VL_TN1,1440933,_1440933763_VL,-40.6,-18.1,64.4,-20.9
_144217648_VL_TN3,1442176,_144217648_VL,-23,-3.3,20.9,-19.1
_144217648_VL_TN1,1442176,_144217648_VL,-13,-3.3,20.9,-19.1
_1442329397_VL_TN1,1442329,_1442329397_VL,0,0,63.8,0.6
_1443611572_VL_TN1,1443611,_1443611572_VL,14.8,-2.2,66.3,-16.6
_1443687922_VL_TN1,1443687,_1443687922_VL,0,0,411.4,-1.6
_144369368_VL_TN1,1443693,_144369368_VL,-4,0.8,66,-17.2
_1443727038_VL_TN2,1443727,_1443727038_VL,-24.6,-6.8,62.1,-22.3
_1443727038_VL_TN1,1443727,_1443727038_VL,-17.7,0.5,61.9,-27.4
_144441667_VL_TN1,1444416,_144441667_VL,-19.7,-5.6,63.9,-13.9
_1445533258_VL_TN1,1445533,_1445533258_VL,0,0,64.1,-3.7
_1445696210_VL_TN1,1445696,_1445696210_VL,0,0,63.2,-9.6
_1445784644_VL_TN1,1445784,_1445784644_VL,0,0,63.8,-1.5
_1446754269_VL_TN1,1446754,_1446754269_VL,-5.9,-0.6,62.8,-9.2
_1447090152_VL_TN1,1447090,_1447090152_VL,0,0,63.3,0.7
_1447339445_VL_TN1,1447339,_1447339445_VL,-27.9,51.7,66.4,1.1
_1447572032_VL_TN2,1447572,_1447572032_VL,0,0,240.1,-6.7
_1448500463_VL_TN1,1448500,_1448500463_VL,0,0,237.1,-13.7
_1448519286_VL_TN1,1448519,_1448519286_VL,-13.6,4,95.2,-11.3
_1448714766_VL_TN1,1448714,_1448714766_VL,-15.3,-3.4,62.1,-34.9
_1448994033_VL_TN1,1448994,_1448994033_VL,-40.4,-10.4,95.1,-30.4
_1449331707_VL_TN1,1449331,_1449331707_VL,-8.1,-2,62.9,-9.4
_1450333383_VL_TN1,1450333,_1450333383_VL,-9.2,1.9,95,-10.5
_1450874479_VL_TN1,1450874,_1450874479_VL,0,0,408.9,-9.9
_1450904502_VL_TN1,1450904,_1450904502_VL,0,0,62.9,-8.2
_1450984064_VL_TN1,1450984,_1450984064_VL,-10,2.7,63.1,-21.8
_1451928305_VL_TN1,1451928,_1451928305_VL,0,0,64.9,-11.2
_1452345114_VL_TN4,1452345,_1452345114_VL,-10,-3.6,65.3,-24.5
_1452345114_VL_TN3,1452345,_1452345114_VL,0,0,63.9,-24.5
_1452345114_VL_TN2,1452345,_1452345114_VL,-13,-1.3,63.9,-24.5
_1452345114_VL_TN1,1452345,_1452345114_VL,-15,-3.3,65.3,-24.5
_1452360853_VL_TN1,1452360,_1452360853_VL,0,0,406.3,-7.8
_145274406_VL_TN1,1452744,_145274406_VL,-15.6,-3.3,63.7,-18.3
_1453752378_VL_TN1,1453752,_1453752378_VL,-2.2,0,63.8,-8.8
_1453892135_VL_TN1,1453892,_1453892135_VL,-18,-1.4,65.4,-6
_1453995285_VL_TN1,1453995,_1453995285_VL,-7,-1.4,92.5,-27.4
_1454089660_VL_TN1,1454089,_1454089660_VL,0,0,21,-22.5
_1454380468_VL_TN1,1454380,_1454380468_VL,0,0,21.5,-12.4
_1454527742_VL_TN1,1454527,_1454527742_VL,-17.6,-12,64.7,-13.7
_1454824425_VL_TN2,1454824,_1454824425_VL,0,0,93.9,-7.1
_1454857173_VL_TN2,1454857,_1454857173_VL,0,0,234.7,-21.9
_1455223135_VL_TN1,1455223,_1455223135_VL,-5.6,8.2,94.3,-15.2
_1455359910_VL_TN2,1455359,_1455359910_VL,0,0,63.1,-22.1
_1455375937_VL_TN1,1455375,_1455375937_VL,-24.4,-7.3,88.6,-17.7
_1455823560_VL_TN1,1455823,_1455823560_VL,0,0,92.2,-15.4
_1456085703_VL_TN2,1456085,_1456085703_VL,-18,3.5,64.8,-18.4
_1456203422_VL_TN1,1456203,_1456203422_VL,-8.4,-10.6,62.9,-5.1
_1456349732_VL_TN1,1456349,_1456349732_VL,23.3,-1.6,63.3,-7.3
_1456636732_VL_TN1,1456636,_1456636732_VL,0.6,1,41.9,-0.6
_1457662835_VL_TN1,1457662,_1457662835_VL,-8.6,-3.7,61,-26.9
_1457979633_VL_TN1,1457979,_1457979633_VL,3,-0.7,64.5,-6.9
_1457992642_VL_TN1,1457992,_1457992642_VL,-17.5,-2.4,95.1,-10.9
_145861676_VL_TN1,1458616,_145861676_VL,-25.3,-1.8,63,-22.7
_1458975680_VL_TN1,1458975,_1458975680_VL,0,0,237.9,-4.1
_1459508741_VL_TN1,1459508,_1459508741_VL,0,0,63.7,-21.4
_1460107110_VL_TN1,1460107,_1460107110_VL,0,0,235.7,-7.7
_1461173686_VL_TN2,1461173,_1461173686_VL,-1.1,-0.8,92.1,-10
_1461173686_VL_TN1,1461173,_1461173686_VL,-4.4,0.9,92.1,-10.3
_1461371988_VL_TN2,1461371,_1461371988_VL,0,0,241,2.5
_1461371988_VL_TN1,1461371,_1461371988_VL,0,0,241,2.5
_1462009385_VL_TN1,1462009,_1462009385_VL,0,0,378.9,-13
_1462615626_VL_TN1,1462615,_1462615626_VL,-6.8,-1.8,93.3,-14.7
_1462790737_VL_TN1,1462790,_1462790737_VL,-2.4,-0.1,64.1,-1.4
_1464541110_VL_TN1,1464541,_1464541110_VL,27.3,-4.7,65.7,2
_1464626080_VL_TN1,1464626,_1464626080_VL,-21.8,-4.6,62.2,-23.1
_1464977586_VL_TN1,1464977,_1464977586_VL,-39.1,-12.7,64.4,-4.5
_1465722605_VL_TN1,1465722,_1465722605_VL,-12.5,-1,64.3,-23.9
_1466467959_VL_TN1,1466467,_1466467959_VL,-10.2,-2.6,63.1,-21.4
_1467292621_VL_TN1,1467292,_1467292621_VL,0,-0.2,61.3,-24.7
_1467633536_VL_TN1,1467633,_1467633536_VL,0,0,230.5,-4
_1468019799_VL_TN1,1468019,_1468019799_VL,-1.1,0.2,63.5,-9.6
_1468101717_VL_TN2,1468101,_1468101717_VL,-8,-0.4,90.1,-25.2
_1468101717_VL_TN1,1468101,_1468101717_VL,-10,-1.4,90,-25.3
_1468113555_VL_TN1,1468113,_1468113555_VL,-6,-0.4,91.2,-12.8
_146903845_VL_TN1,1469038,_146903845_VL,-13.4,3.8,65.1,-1.8
_1469548617_VL_TN1,1469548,_1469548617_VL,0,0,64.9,-13.1
_1469559608_VL_TN2,1469559,_1469559608_VL,0,0,239,-27.4
_1469955860_VL_TN1,1469955,_1469955860_VL,-11.1,-1.9,95.3,-8.9
_1470866691_VL_TN1,1470866,_1470866691_VL,3.1,6.5,241.6,-8
_1471394307_VL_TN1,1471394,_1471394307_VL,0,0,64.6,-5.4
_1471409713_VL_TN1,1471409,_1471409713_VL,0,0,155.5,-21.4
_1472021927_VL_TN1,1472021,_1472021927_VL,0,0,63.2,-22.4
_147274507_VL_TN1,1472745,_147274507_VL,-15.7,-3.1,63.1,-30.3
_1473039294_VL_TN1,1473039,_1473039294_VL,-47,-9.9,237.6,-11.9
_1473464596_VL_TN1,1473464,_1473464596_VL,0,0,64.2,-31.4
_1473809314_VL_TN1,1473809,_1473809314_VL,0.4,-1.1,93.6,-12.5
_1474149865_VL_TN1,1474149,_1474149865_VL,0,-0.1,66,-10
_147520356_VL_TN2,1475203,_147520356_VL,-16,-4.9,62.8,-8.2
_147520356_VL_TN1,1475203,_147520356_VL,-11.1,-4,63.1,-8
_1475493453_VL_TN1,1475493,_1475493453_VL,-12,1.7,65.8,-18.9
_147551543_VL_TN1,1475515,_147551543_VL,0,0,21.1,-8.1
_1476146407_VL_TN1,1476146,_1476146407_VL,0,0,64.8,-2
_147625329_VL_TN1,1476253,_147625329_VL,-29.1,4.6,237.5,-2.7
_1476377638_VL_TN1,1476377,_1476377638_VL,-14.4,-6.7,91.6,-17.3
_1476388959_VL_TN1,1476388,_1476388959_VL,0,0,63.3,-17
_1477332563_VL_TN1,1477332,_1477332563_VL,0,0,65.1,-20.5
_1477782852_VL_TN1,1477782,_1477782852_VL,0,0,62.5,-21.6
_1477845343_VL_TN2,1477845,_1477845343_VL,0,0,64.1,-6.8
_1478304636_VL_TN1,1478304,_1478304636_VL,0,0,63.9,-21.2
_1478310658_VL_TN1,1478310,_1478310658_VL,0,0,63.9,-9.9
_147877521_VL_TN1,1478775,_147877521_VL,0,0,232.4,-5.2
_1479097814_VL_TN1,1479097,_1479097814_VL,-2,-2,64.9,-4.4
_1479220385_VL_TN1,1479220,_1479220385_VL,-11.3,-6.6,64.2,-14.3
_1479229742_VL_TN1,1479229,_1479229742_VL,29,2,64.1,-4.1
_1479452592_VL_TN1,1479452,_1479452592_VL,0,0,238.3,-2.5
_1479561611_VL_TN1,1479561,_1479561611_VL,-8.8,-1.4,62,-26.7
_1479582969_VL_TN1,1479582,_1479582969_VL,-0.9,-0.1,64.1,-22.5
_1479789427_VL_TN1,1479789,_1479789427_VL,-8,-0.1,62.1,-12.6
_147982679_VL_TN1,1479826,_147982679_VL,-0.5,0.3,64.6,-17.2
_1480347191_VL_TN1,1480347,_1480347191_VL,0,0,65.8,-10.4
_148108525_VL_TN1,1481085,_148108525_VL,0,0,66,-12.5
_1481157578_VL_TN1,1481157,_1481157578_VL,0,0,406.3,-12.9
_1481780008_VL_TN1,1481780,_1481780008_VL,0,0,64.2,-14.9
_1481869768_VL_TN1,1481869,_1481869768_VL,-4.3,-0.1,93,-12.1
_1481991012_VL_TN1,1481991,_1481991012_VL,-73.7,-39.8,237.3,-6.2
_1482166196_VL_TN1,1482166,_1482166196_VL,0,0,62.9,2.7
_148221761_VL_TN1,1482217,_148221761_VL,0,0,63.5,-2.9
_1482503253_VL_TN1,1482503,_1482503253_VL,0,0,63.9,-20.9
_1483328800_VL_TN1,1483328,_1483328800_VL,0,0,92.1,-17.7
_1483423579_VL_TN1,1483423,_1483423579_VL,0.2,0.2,61.3,-9.9
_1483440649_VL_TN1,1483440,_1483440649_VL,0,-0.2,62.6,-8.4
_1484168797_VL_TN1,1484168,_1484168797_VL,0,0,155.8,-20.9
_1484522846_VL_TN2,1484522,_1484522846_VL,-45.5,-17.4,237.1,-12.5
_1484522846_VL_TN1,1484522,_1484522846_VL,0,0,239.3,-12.5
_1484660736_VL_TN1,1484660,_1484660736_VL,0,0,64.4,-4.4
_1484725991_VL_TN1,1484725,_1484725991_VL,0,0,89.6,-21.2
_1484959737_VL_TN1,1484959,_1484959737_VL,0,0,63.9,-31.2
_1485361329_VL_TN1,1485361,_1485361329_VL,0,0,67.5,-1.8
_1485736676_VL_TN2,1485736,_1485736676_VL,0,0,65.5,-10.6
_1485780753_VL_TN1,1485780,_1485780753_VL,0,0,232.4,-0.4
_1486028162_VL_TN1,1486028,_1486028162_VL,0,0,63.8,-7.2
_1486074529_VL_TN1,1486074,_1486074529_VL,0,0,239.8,-7.2
_1486192650_VL_TN1,1486192,_1486192650_VL,0,0,237.1,-2.8
_1486346676_VL_TN1,1486346,_1486346676_VL,-2.7,1.3,92.3,-6.5
_1486881754_VL_TN1,1486881,_1486881754_VL,-6,-2.9,65.4,-6.7
_1486993397_VL_TN1,1486993,_1486993397_VL,0,0,64.2,-8.1
_1487202677_VL_TN1,1487202,_1487202677_VL,-9.7,-5.3,64.8,-14.9
_148761578_VL_TN1,1487615,_148761578_VL,-6.7,-2.3,92.6,-9.6
_1487671407_VL_TN1,1487671,_1487671407_VL,-13.6,-1.9,65,-21.9
_1487820375_VL_TN1,1487820,_1487820375_VL,-14.9,-3.1,89.6,-20
_1488121126_VL_TN1,1488121,_1488121126_VL,0,0,65.1,-18.4
_1488340226_VL_TN1,1488340,_1488340226_VL,-8,-0.6,63,-16.4
_1488350160_VL_TN1,1488350,_1488350160_VL,-16.1,-5.3,63,-7.9
_1488856983_VL_TN2,1488856,_1488856983_VL,-43.3,-6.2,239.2,-12.5
_1488856983_VL_TN1,1488856,_1488856983_VL,-25.3,1.8,239.2,-12.5
_1488864990_VL_TN1,1488864,_1488864990_VL,0,0,94,-18.3
_1489203223_VL_TN1,1489203,_1489203223_VL,0,0,95.9,-9.8
_1489482574_VL_TN1,1489482,_1489482574_VL,-20.8,-7.7,64.2,-3.8
_1489911478_VL_TN1,1489911,_1489911478_VL,0,0,94.1,-9.8
_149005326_VL_TN1,1490053,_149005326_VL,-8.8,-5.6,233.9,-2.7
_1490251670_VL_TN1,1490251,_1490251670_VL,0,0,62.9,-2.6
_1490326487_VL_TN1,1490326,_1490326487_VL,0,0,64.3,-5.2
_1490423599_VL_TN1,1490423,_1490423599_VL,0,0,65.2,-19.9
_1490583179_VL_TN1,1490583,_1490583179_VL,0,31.8,92.6,-13.4
_1490736867_VL_TN1,1490736,_1490736867_VL,-78.4,-27.3,238.8,-12.2
_1490766734_VL_TN1,1490766,_1490766734_VL,0,0,63.7,-8.9
_1490789854_VL_TN1,1490789,_1490789854_VL,0,0,63.9,-10
_1490978103_VL_TN1,1490978,_1490978103_VL,0,0,65.1,-7.6
_1491132968_VL_TN1,1491132,_1491132968_VL,-12.9,-4.1,64.7,-14.5
_1491298619_VL_TN1,1491298,_1491298619_VL,0,0,65.2,-22.7
_1491632320_VL_TN1,1491632,_1491632320_VL,0,0.1,63.7,-12
_1491780095_VL_TN1,1491780,_1491780095_VL,0,0,63.8,-7.1
_149215229_VL_TN2,1492152,_149215229_VL,-5.8,-3.4,63.6,-1.7
_149215229_VL_TN1,1492152,_149215229_VL,-8.8,-4.4,63.6,-1.7
_149265158_VL_TN1,1492651,_149265158_VL,-14.1,-6.4,92.6,-15.6
_1493640059_VL_TN3,1493640,_1493640059_VL,-5,-2.1,62.9,-14.7
_1494549661_VL_TN1,1494549,_1494549661_VL,-19.2,-1.9,63.6,-8
_1494791143_VL_TN1,1494791,_1494791143_VL,0,0,94.2,-17.1
_1494868894_VL_TN1,1494868,_1494868894_VL,-9.1,5.1,92.9,-15.4
_1495042198_VL_TN1,1495042,_1495042198_VL,16,-0.9,64.8,0.8
_1495479056_VL_TN1,1495479,_1495479056_VL,0,0,65,-4.7
_1496016741_VL_TN1,1496016,_1496016741_VL,-21.3,-17.5,63.8,-17.4
_1496229514_VL_TN1,1496229,_1496229514_VL,0,0,242,1.6
_1496920615_VL_TN2,1496920,_1496920615_VL,-18.9,-0.7,64.1,-10.7
_149802309_VL_TN1,1498023,_149802309_VL,-11.8,7.8,61.8,-22
_1499339293_VL_TN1,1499339,_1499339293_VL,0,0,63.1,-21.8
_1499514759_VL_TN1,1499514,_1499514759_VL,-17.4,-6.7,226.4,7.6
_1499695234_VL_TN1,1499695,_1499695234_VL,0,0,63,-22
_1499765135_VL_TN2,1499765,_1499765135_VL,-6.3,-3.9,65.3,-10.7
_1501966079_VL_TN1,1501966,_1501966079_VL,0,0,62.3,-15.1
_1502259534_VL_TN3,1502259,_1502259534_VL,-14.7,-3,62.3,-14.7
_1502259534_VL_TN2,1502259,_1502259534_VL,0,0,62.3,-14.7
_1502259534_VL_TN1,1502259,_1502259534_VL,-10.2,-2.6,62.5,-14.6
_150239737_VL_TN1,1502397,_150239737_VL,-12.6,-2.4,63.3,-5.1
_1502558882_VL_TN1,1502558,_1502558882_VL,-19.3,-4.6,64.6,-5.4
_1502768724_VL_TN1,1502768,_1502768724_VL,-19.6,-4.5,91.9,-18.9
_1502887938_VL_TN1,1502887,_1502887938_VL,-4,-1,63.8,-11
_1503550897_VL_TN1,1503550,_1503550897_VL,0,0,63.6,-1.7
_1503992292_VL_TN1,1503992,_1503992292_VL,0,0,62.6,-16.1
_1504096742_VL_TN1,1504096,_1504096742_VL,3.9,1.4,64.9,-20.7
_150410171_VL_TN1,1504101,_150410171_VL,-20,8.2,64.7,-10.2
_1504384028_VL_TN1,1504384,_1504384028_VL,0,0,409.1,-12.4
_1505372600_VL_TN1,1505372,_1505372600_VL,-3.9,-3.5,64.3,0.4
_1505889530_VL_TN1,1505889,_1505889530_VL,0,0,63.2,-13.4
_1506415812_VL_TN2,1506415,_1506415812_VL,0,0,234.2,-8.4
_1506548464_VL_TN1,1506548,_1506548464_VL,-0.3,-0.3,63.4,-10.6
_150741838_VL_TN1,1507418,_150741838_VL,-12.2,-5.3,92.9,-10.3
_1508222587_VL_TN1,1508222,_1508222587_VL,0,0,238.2,-25.7
_1508314623_VL_TN2,1508314,_1508314623_VL,-0.1,0,232.2,-2.6
_150869239_VL_TN1,1508692,_150869239_VL,218.7,-36.7,404.7,1.5
_1508916474_VL_TN2,1508916,_1508916474_VL,-31.2,-12.3,240.3,-4.8
_1508916474_VL_TN1,1508916,_1508916474_VL,-10.2,-4.3,240.4,-4.8
_1508996781_VL_TN1,1508996,_1508996781_VL,-12.2,-2.7,94.5,-11.1
_1509313879_VL_TN1,1509313,_1509313879_VL,-17.4,-16.6,239.4,-11.8
_1510119690_VL_TN1,1510119,_1510119690_VL,-5.7,-2,90,-12.8
_151058555_VL_TN1,1510585,_151058555_VL,0,0,94.7,-12.4
_1511093356_VL_TN1,1511093,_1511093356_VL,0,0,239.8,-10.3
_1511516869_VL_TN2,1511516,_1511516869_VL,0,0,407.7,2.3
_1511516869_VL_TN1,1511516,_1511516869_VL,0,0,407.7,2.5
_1511532846_VL_TN1,1511532,_1511532846_VL,-5.8,-1.7,93.9,-11.4
_1512659886_VL_TN1,1512659,_1512659886_VL,-14.3,-4.9,62.7,-8.6
_1512825645_VL_TN1,1512825,_1512825645_VL,0,0,234.3,-13.3
_1512967675_VL_TN1,1512967,_1512967675_VL,0,0,158.5,-5.8
_1513727267_VL_TN3,1513727,_1513727267_VL,-13.4,-0.9,64.5,-5.5
_1513727267_VL_TN2,1513727,_1513727267_VL,-9.4,-0.9,64.5,-5.5
_1513727267_VL_TN1,1513727,_1513727267_VL,0.6,-0.9,64.5,-5.4
_1513872143_VL_TN1,1513872,_1513872143_VL,0,0,94.4,-9.1
_1514016671_VL_TN1,1514016,_1514016671_VL,61.6,27.3,234.5,-13.2
_1514552076_VL_TN1,1514552,_1514552076_VL,0,0,230.6,-3
_1514751777_VL_TN1,1514751,_1514751777_VL,-13.2,1,63.9,-31.2
_1516435681_VL_TN1,1516435,_1516435681_VL,-12.5,-0.5,64.6,-3.1
_1516626281_VL_TN1,1516626,_1516626281_VL,-14.2,1.6,238.4,-6.7
_1516894186_VL_TN1,1516894,_1516894186_VL,0,0,94,-11.8
_1516991078_VL_TN1,1516991,_1516991078_VL,-10.7,-1.7,63.4,-11.9
_1517090650_VL_TN1,1517090,_1517090650_VL,0,0,64.4,-13.5
_1517286129_VL_TN1,1517286,_1517286129_VL,0,0,65.9,-19.8
_1517916539_VL_TN1,1517916,_1517916539_VL,-6.6,-1.3,64,-25.3
_1517953728_VL_TN1,1517953,_1517953728_VL,-17.4,-5,64.2,1.6
_1518858353_VL_TN1,1518858,_1518858353_VL,0,0,407.3,-5.6
_1520540789_VL_TN2,1520540,_1520540789_VL,0,0,63.2,-11.7
_1521097872_VL_TN1,1521097,_1521097872_VL,-17,-4.8,64.5,-8.7
_1521207437_VL_TN1,1521207,_1521207437_VL,-13.9,-4.3,62.1,-14
_1521885493_VL_TN1,1521885,_1521885493_VL,-25.6,-11,64.1,-7.4
_1522299708_VL_TN1,1522299,_1522299708_VL,0,0,406.9,3
_1522427197_VL_TN1,1522427,_1522427197_VL,-5.7,-1.4,238.6,-10.1
_1522814474_VL_TN1,1522814,_1522814474_VL,-39.4,-17.1,239.1,-11.9
_1523430446_VL_TN1,1523430,_1523430446_VL,0,-0.9,64.7,-5.3
_1523705433_VL_TN2,1523705,_1523705433_VL,-43,-14.4,64.3,-3.4
_1523873880_VL_TN1,1523873,_1523873880_VL,0,0,62.1,-21.3
_1523875061_VL_TN2,1523875,_1523875061_VL,69.8,-8.1,240.4,-11.3
_1523875061_VL_TN1,1523875,_1523875061_VL,0,0,237.8,-12.9
_152408797_VL_TN1,1524087,_152408797_VL,5.1,-2.2,64.1,-7
_1524414188_VL_TN1,1524414,_1524414188_VL,-17.5,-2.9,62.1,-29.4
_1524471417_VL_TN1,1524471,_1524471417_VL,-1.3,0.8,94.9,-13.9
_1524609640_VL_TN4,1524609,_1524609640_VL,0,0,237.8,-2.3
_1524609640_VL_TN3,1524609,_1524609640_VL,0,0,237.8,-2.3
_1524609640_VL_TN2,1524609,_1524609640_VL,0,0,237.8,-2.3
_1524609640_VL_TN1,1524609,_1524609640_VL,0,0,237.8,-2.3
_1524657861_VL_TN1,1524657,_1524657861_VL,0,0,64.9,-12
_152471190_VL_TN1,1524711,_152471190_VL,0,0,404,0.6
_152473562_VL_TN1,1524735,_152473562_VL,0,0,65.3,-12.6
_1524862539_VL_TN2,1524862,_1524862539_VL,0,0,93.7,-15.2
_1524862539_VL_TN1,1524862,_1524862539_VL,-13.6,-2.1,93.3,-15.8
_1524873116_VL_TN1,1524873,_1524873116_VL,-7,-0.9,64.6,-13.3
_1525050778_VL_TN1,1525050,_1525050778_VL,1218.2,-58.6,411.7,8.5
_152554479_VL_TN1,1525544,_152554479_VL,3,-3.4,94.6,-15.8
_1525602057_VL_TN1,1525602,_1525602057_VL,-1,-1,42.4,2.4
_1526304354_VL_TN1,1526304,_1526304354_VL,-42.8,-5,63.9,-9.7
_15263600_VL_TN1,1526360,_15263600_VL,-7.3,-1.6,63.3,-11.4
_1526441690_VL_TN1,1526441,_1526441690_VL,-15.2,-1.3,64.6,-30.6
_1526726333_VL_TN1,1526726,_1526726333_VL,-8,-1.1,64,-24.1
_1526731424_VL_TN1,1526731,_1526731424_VL,0,0,233,-6.1
_1527036940_VL_TN1,1527036,_1527036940_VL,0,0,22.5,2.9
_1527201657_VL_TN2,1527201,_1527201657_VL,0,0,239.2,-12.6
_1527201657_VL_TN1,1527201,_1527201657_VL,0,0,239.2,-12.6
_1527239112_VL_TN1,1527239,_1527239112_VL,-13.9,1,237.8,-12
_1527487714_VL_TN1,1527487,_1527487714_VL,-9,-3,63.8,0.7
_1528481666_VL_TN1,1528481,_1528481666_VL,-0.6,0,64.3,-5.8
_1528729071_VL_TN1,1528729,_1528729071_VL,0,0,402.7,-20.1
_1528849031_VL_TN1,1528849,_1528849031_VL,0,0,159.7,-5.4
_1529081373_VL_TN1,1529081,_1529081373_VL,0,0,65.1,-18.7
_1529246209_VL_TN1,1529246,_1529246209_VL,-38.6,-8.8,239.3,-9.4
_1529548303_VL_TN1,1529548,_1529548303_VL,0,0,63,-21.9
_1530087711_VL_TN1,1530087,_1530087711_VL,-7.2,2.4,64.6,-18.8
_1530794883_VL_TN1,1530794,_1530794883_VL,0,0,65.1,-20.1
_1530843294_VL_TN1,1530843,_1530843294_VL,-11.6,-4.8,62.7,-9.6
_1531058189_VL_TN1,1531058,_1531058189_VL,0,0,92.7,-12.9
_1531162198_VL_TN1,1531162,_1531162198_VL,-15,-2.4,65.3,-19.6
_1531552891_VL_TN1,1531552,_1531552891_VL,-79,-133.3,63.2,-3.2
_1531678019_VL_TN1,1531678,_1531678019_VL,0,0,236.3,-6.4
_1532183096_VL_TN1,1532183,_1532183096_VL,-12.9,0,63.7,-9.2
_1532851919_VL_TN1,1532851,_1532851919_VL,-3.1,-1,63.8,-13
_1533368947_VL_TN1,1533368,_1533368947_VL,1491.8,1.6,411.5,9.3
_1533716510_VL_TN2,1533716,_1533716510_VL,0,-0.5,94.9,-13.9
_1533716510_VL_TN1,1533716,_1533716510_VL,-9,-1.5,94.8,-14
_1533913830_VL_TN1,1533913,_1533913830_VL,-17.1,-4.3,93.6,-18.2
_1534337271_VL_TN4,1534337,_1534337271_VL,0,0,408.9,2.1
_1534348564_VL_TN1,1534348,_1534348564_VL,0,0,239.1,-26.6
_1534683654_VL_TN1,1534683,_1534683654_VL,0,0,231.6,-17.1
_1534959266_VL_TN1,1534959,_1534959266_VL,-10.8,-0.5,63.3,-2.1
_153532799_VL_TN1,1535327,_153532799_VL,-15.2,2.7,64.7,-11.5
_1535396243_VL_TN1,1535396,_1535396243_VL,-24.6,-9.9,64.4,-8.3
_1535681631_VL_TN1,1535681,_1535681631_VL,-23.3,-4.8,93.9,-29.3
_1536213811_VL_TN1,1536213,_1536213811_VL,-12,-0.1,64.7,-4.9
_1536519702_VL_TN1,1536519,_1536519702_VL,0,0,95.8,-8.2
_1537321755_VL_TN1,1537321,_1537321755_VL,0,0,413.5,-8.2
_1537532068_VL_TN1,1537532,_1537532068_VL,0,0,64.6,-5.3
_153777045_VL_TN1,1537770,_153777045_VL,0,0,64.5,-14.8
_153788692_VL_TN1,1537886,_153788692_VL,-18.6,0,241.6,0.3
_1538337723_VL_TN2,1538337,_1538337723_VL,-9.8,-6.7,65.8,-4.6
_1538337723_VL_TN1,1538337,_1538337723_VL,-23.1,-7.3,65,-4.6
_1538400539_VL_TN1,1538400,_1538400539_VL,-5,-0.4,92.7,-10.5
_1538946220_VL_TN1,1538946,_1538946220_VL,-13.5,-6.3,62,-10.5
_1539856954_VL_TN1,1539856,_1539856954_VL,0,0,240.2,2.9
_1539869200_VL_TN1,1539869,_1539869200_VL,-8.2,-2.2,90.3,-14
_1540033850_VL_TN1,1540033,_1540033850_VL,0,0,65.3,-3.9
_1540518216_VL_TN1,1540518,_1540518216_VL,-6.4,-0.2,94.1,-20.8
_154063505_VL_TN1,1540635,_154063505_VL,-27.4,-6.2,62.2,-20.6
_1540806379_VL_TN1,1540806,_1540806379_VL,-12.8,-5.1,63,-11.5
_1540832036_VL_TN1,1540832,_1540832036_VL,-61.8,-20.9,236.8,-12.7
_1541180229_VL_TN1,1541180,_1541180229_VL,1233.6,-134.9,408.2,3
_1541262104_VL_TN1,1541262,_1541262104_VL,0,1.8,92.5,-12.6
_1541290936_VL_TN2,1541290,_1541290936_VL,211.1,-17.3,415.2,-7.5
_1541290936_VL_TN1,1541290,_1541290936_VL,209.1,-19.2,415.2,-7.5
_1541434772_VL_TN1,1541434,_1541434772_VL,0,0,235.2,1.5
